COUNTY,STNAME,County,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020
505,Texas,Zapata County,,14251,14151,14221,14172
507,Texas,Zavala County,,11946,11934,11807,11840
0,Utah,Utah,,3103540,3155153,3203383,3249879
1,Utah,Beaver County,,6402,6620,6725,6761
3,Utah,Box Elder County,,53999,54807,55957,57007
5,Utah,Cache County,,124448,126574,128309,130004
7,Utah,Carbon County,,20171,20248,20476,20760
9,Utah,Daggett County,,1012,984,964,1026
11,Utah,Davis County,,346858,351154,355304,359232
13,Utah,Duchesne County,,19852,19902,19877,19894
15,Utah,Emery County,,10027,10039,10061,10147
17,Utah,Garfield County,,5022,4970,5000,5050
19,Utah,Grand County,,9591,9715,9773,9796
21,Utah,Iron County,,50944,52959,55269,56814
23,Utah,Juab County,,11308,11639,12002,12122
25,Utah,Kane County,,7535,7663,7873,7914
27,Utah,Millard County,,12805,12941,13100,13327
29,Utah,Morgan County,,11836,11971,12115,12462
31,Utah,Piute County,,1406,1434,1472,1473
33,Utah,Rich County,,2388,2455,2468,2452
35,Utah,Salt Lake County,,1137273,1148949,1158585,1165517
37,Utah,San Juan County,,15286,15336,15228,15278
39,Utah,Sanpete County,,29953,30529,30986,31393
41,Utah,Sevier County,,21299,21516,21636,21780
43,Utah,Summit County,,41375,41879,42081,42499
45,Utah,Tooele County,,67490,69946,72110,74512
47,Utah,Uintah County,,35235,35407,35806,35970
49,Utah,Utah County,,607612,622076,635675,651059
51,Utah,Wasatch County,,32045,33278,34210,35300
53,Utah,Washington County,,166195,172051,177938,184913
55,Utah,Wayne County,,2699,2657,2703,2759
57,Utah,Weber County,,251474,255454,259680,262658
0,Vermont,Vermont,,625132,624802,624046,623347
1,Vermont,Addison County,,36947,36970,36994,36851
3,Vermont,Bennington County,,35763,35635,35532,35338
5,Vermont,Caledonia County,,30172,30221,29860,29705
7,Vermont,Chittenden County,,163254,163755,163918,164306
9,Vermont,Essex County,,6184,6209,6145,6123
11,Vermont,Franklin County,,48994,49312,49384,49685
13,Vermont,Grand Isle County,,6976,7100,7208,7169
15,Vermont,Lamoille County,,25427,25330,25420,25341
17,Vermont,Orange County,,28976,28827,28809,28837
19,Vermont,Orleans County,,26822,26826,26934,26897
21,Vermont,Rutland County,,59012,58590,58125,57764
23,Vermont,Washington County,,58330,58129,58458,58328
25,Vermont,Windham County,,42955,42690,42227,42015
27,Vermont,Windsor County,,55320,55208,55032,54988
0,Virginia,Virginia,,8471011,8510920,8556642,8590563
1,Virginia,Accomack County,,32729,32603,32325,32238
3,Virginia,Albemarle County,,108107,108832,109843,110652
5,Virginia,Alleghany County,,15143,15016,14898,14701
7,Virginia,Amelia County,,12974,12997,13058,13014
9,Virginia,Amherst County,,31893,31771,31678,31667
11,Virginia,Appomattox County,,15715,15874,15902,16043
13,Virginia,Arlington County,,235193,236662,238392,240119
15,Virginia,Augusta County,,75324,75906,76120,76544
17,Virginia,Bath County,,4270,4275,4169,4119
19,Virginia,Bedford County,,78445,79115,79431,79811
21,Virginia,Bland County,,6361,6295,6292,6239
23,Virginia,Botetourt County,,33355,33412,33500,33633
25,Virginia,Brunswick County,,16572,16289,16176,16037
27,Virginia,Buchanan County,,21622,21373,21031,20613
29,Virginia,Buckingham County,,17046,17042,17134,17168
31,Virginia,Campbell County,,55440,55526,55371,55304
33,Virginia,Caroline County,,30441,30766,30745,30860
35,Virginia,Carroll County,,29845,29824,30022,30074
36,Virginia,Charles City County,,7024,6983,6969,6821
37,Virginia,Charlotte County,,12078,11906,11849,11820
41,Virginia,Chesterfield County,,343500,348704,353376,358245
43,Virginia,Clarke County,,14468,14517,14576,14622
45,Virginia,Craig County,,5070,5105,5127,5077
47,Virginia,Culpeper County,,51261,51785,52722,53569
49,Virginia,Cumberland County,,9840,9863,9967,9933
51,Virginia,Dickenson County,,14728,14502,14295,14078
53,Virginia,Dinwiddie County,,28678,28800,28804,28688
57,Virginia,Essex County,,10960,10889,10936,10943
59,Virginia,Fairfax County,,1149346,1149688,1152359,1150847
61,Virginia,Fauquier County,,69555,70722,71297,71361
63,Virginia,Floyd County,,15783,15788,15796,15777
65,Virginia,Fluvanna County,,26517,26931,27266,27422
67,Virginia,Franklin County,,56341,56297,56185,56167
69,Virginia,Frederick County,,86568,88378,89483,91119
71,Virginia,Giles County,,16759,16829,16693,16663
73,Virginia,Gloucester County,,37332,37398,37499,37459
75,Virginia,Goochland County,,22893,23423,23949,24431
77,Virginia,Grayson County,,15699,15621,15574,15493
79,Virginia,Greene County,,19608,19719,19901,20131
81,Virginia,Greensville County,,11552,11380,11289,11280
83,Virginia,Halifax County,,34592,34212,34035,33633
85,Virginia,Hanover County,,105729,106821,107535,108262
87,Virginia,Henrico County,,328008,329917,332513,333766
89,Virginia,Henry County,,51370,51101,50724,50309
91,Virginia,Highland County,,2215,2206,2176,2200
93,Virginia,Isle of Wight County,,36758,37203,37400,37725
95,Virginia,James City County,,75429,76206,76838,77612
97,Virginia,King and Queen County,,7010,7033,7011,6942
99,Virginia,King George County,,26379,26673,26981,27381
101,Virginia,King William County,,16706,16962,17198,17641
103,Virginia,Lancaster County,,10724,10692,10619,10618
105,Virginia,Lee County,,23934,23703,23540,23238
107,Virginia,Loudoun County,,397192,405964,414872,422784
109,Virginia,Louisa County,,35803,36656,37477,38132
111,Virginia,Lunenburg County,,12353,12257,12251,12267
113,Virginia,Madison County,,13218,13198,13213,13312
115,Virginia,Mathews County,,8704,8766,8782,8766
117,Virginia,Mecklenburg County,,30705,30707,30723,30679
119,Virginia,Middlesex County,,10614,10717,10561,10569
121,Virginia,Montgomery County,,98230,98681,98872,98391
125,Virginia,Nelson County,,14800,14836,14867,14755
127,Virginia,New Kent County,,21629,22275,22984,23648
131,Virginia,Northampton County,,11867,11789,11800,11673
133,Virginia,Northumberland County,,12270,12172,12069,12069
135,Virginia,Nottoway County,,15439,15381,15206,15160
137,Virginia,Orange County,,35882,36620,36941,37695
139,Virginia,Page County,,23801,24005,23937,23933
141,Virginia,Patrick County,,17727,17659,17592,17493
143,Virginia,Pittsylvania County,,61334,60938,60470,59850
145,Virginia,Powhatan County,,28722,29199,29734,30148
147,Virginia,Prince Edward County,,22698,22879,22827,23006
149,Virginia,Prince George County,,38049,38170,38528,38686
153,Virginia,Prince William County,,463400,466658,471774,475533
155,Virginia,Pulaski County,,34255,34097,34009,33935
157,Virginia,Rappahannock County,,7409,7373,7372,7260
159,Virginia,Richmond County,,8882,8982,9066,9071
161,Virginia,Roanoke County,,93900,94161,94423,94509
163,Virginia,Rockbridge County,,22736,22904,22774,22757
165,Virginia,Rockingham County,,80448,81353,82140,82346
167,Virginia,Russell County,,27054,26820,26739,26647
169,Virginia,Scott County,,21897,21631,21578,21629
171,Virginia,Shenandoah County,,43319,43464,43557,43905
173,Virginia,Smyth County,,30772,30509,30182,30090
175,Virginia,Southampton County,,17866,17757,17797,17636
177,Virginia,Spotsylvania County,,132889,134227,136447,138449
179,Virginia,Stafford County,,146868,149891,153775,156748
181,Virginia,Surry County,,6508,6435,6407,6385
183,Virginia,Sussex County,,11369,11194,11092,10925
185,Virginia,Tazewell County,,41362,41152,40734,40529
187,Virginia,Warren County,,39478,40056,40235,40475
191,Virginia,Washington County,,54202,54100,53852,53695
193,Virginia,Westmoreland County,,17723,17818,18029,18149
195,Virginia,Wise County,,38593,37877,37427,37206
197,Virginia,Wythe County,,28832,28659,28618,28620
199,Virginia,York County,,68117,68136,68579,69199
510,Virginia,Alexandria city,,158772,158377,159050,158726
520,Virginia,Bristol city,,16956,16835,17036,17329
530,Virginia,Buena Vista city,,6504,6508,6481,6402
540,Virginia,Charlottesville city,,47456,47421,47283,46950
550,Virginia,Chesapeake city,,240416,242748,245403,247011
570,Virginia,Colonial Heights city,,17382,17337,17089,17205
580,Virginia,Covington city,,5660,5660,5622,5639
590,Virginia,Danville city,,41078,40677,40036,39869
595,Virginia,Emporia city,,5489,5396,5409,5257
600,Virginia,Fairfax city,,23274,23256,23294,23429
610,Virginia,Falls Church city,,14273,14441,14551,14631
620,Virginia,Franklin city,,8132,8033,7867,7833
630,Virginia,Fredericksburg city,,28718,29362,29254,29492
640,Virginia,Galax city,,6477,6300,6324,6296
650,Virginia,Hampton city,,135007,134800,135048,135464
660,Virginia,Harrisonburg city,,53807,53715,53379,53204
670,Virginia,Hopewell city,,22533,22506,22523,22375
678,Virginia,Lexington city,,7139,7201,7246,7279
680,Virginia,Lynchburg city,,80567,81096,81753,81561
683,Virginia,Manassas city,,41171,40998,40907,40869
685,Virginia,Manassas Park city,,17209,18038,18071,18004
690,Virginia,Martinsville city,,12827,12576,12443,12355
700,Virginia,Newport News city,,179738,178904,179736,179062
710,Virginia,Norfolk city,,244908,244168,243581,242803
720,Virginia,Norton city,,3927,3956,3983,3985
730,Virginia,Petersburg city,,30966,30573,30593,30446
735,Virginia,Poquoson city,,12041,12138,12228,12257
740,Virginia,Portsmouth city,,94964,94879,94582,95094
750,Virginia,Radford city,,17470,18013,18107,18255
760,Virginia,Richmond city,,227620,229621,231027,232226
770,Virginia,Roanoke city,,98989,98964,99216,99058
775,Virginia,Salem city,,25362,25271,25209,25340
790,Virginia,Staunton city,,24395,24583,24916,25190
800,Virginia,Suffolk city,,90228,91135,92277,93913
810,Virginia,Virginia Beach city,,450417,450488,450766,451231
820,Virginia,Waynesboro city,,22196,22390,22416,22741
830,Virginia,Williamsburg city,,14990,15009,15019,15259
840,Virginia,Winchester city,,28148,27889,28036,27700
0,Washington,Washington,,7427951,7526793,7614024,7693612
1,Washington,Adams County,,19574,19640,19959,20027
3,Washington,Asotin County,,22612,22699,22687,22820
5,Washington,Benton County,,198229,201174,204173,206426
7,Washington,Chelan County,,76216,76612,77053,77574
9,Washington,Clallam County,,75741,76792,77457,78067
11,Washington,Clark County,,475238,482467,489271,496865
13,Washington,Columbia County,,4010,4055,4023,4048
15,Washington,Cowlitz County,,106800,108673,110389,111371
17,Washington,Douglas County,,41961,42518,43251,43560
19,Washington,Ferry County,,7587,7661,7676,7759
21,Washington,Franklin County,,91803,93950,95446,97075
23,Washington,Garfield County,,2224,2257,2266,2290
25,Washington,Grant County,,95262,96497,97959,99377
27,Washington,Grays Harbor County,,72507,73787,75047,75950
29,Washington,Island County,,83362,84391,85344,86014
31,Washington,Jefferson County,,31264,31864,32347,32700
33,Washington,King County,,2205001,2228488,2249653,2274315
35,Washington,Kitsap County,,266636,269583,272299,272787
37,Washington,Kittitas County,,46164,47341,47856,49204
39,Washington,Klickitat County,,21757,22095,22433,22697
41,Washington,Lewis County,,78269,79466,80599,82109
43,Washington,Lincoln County,,10586,10708,10938,11090
45,Washington,Mason County,,63769,65533,66939,68224
47,Washington,Okanogan County,,41802,42058,42403,42620
49,Washington,Pacific County,,21756,22052,22517,22984
51,Washington,Pend Oreille County,,13360,13583,13726,14144
53,Washington,Pierce County,,880745,894951,905719,913890
55,Washington,San Juan County,,16674,16991,17352,17492
57,Washington,Skagit County,,125852,127728,129181,130789
59,Washington,Skamania County,,11815,11920,12096,12107
61,Washington,Snohomish County,,803061,814107,822413,830393
63,Washington,Spokane County,,505708,513502,522231,528225
65,Washington,Stevens County,,44679,45305,45815,46360
67,Washington,Thurston County,,280255,285672,289661,294074
69,Washington,Wahkiakum County,,4207,4343,4420,4498
71,Washington,Walla Walla County,,60683,60778,61062,61292
73,Washington,Whatcom County,,221417,225098,228675,231016
75,Washington,Whitman County,,49514,49821,50136,49500
77,Washington,Yakima County,,249851,250633,251552,251879
0,West Virginia,West Virginia,,1818683,1805953,1795263,1784787
1,West Virginia,Barbour County,,16530,16524,16466,16444
3,West Virginia,Berkeley County,,115234,117472,119623,122125
5,West Virginia,Boone County,,22368,21907,21352,21055
7,West Virginia,Braxton County,,14218,14030,13894,13702
9,West Virginia,Brooke County,,22406,22130,21924,21674
11,West Virginia,Cabell County,,94511,92935,91897,91589
13,West Virginia,Calhoun County,,7321,7197,7077,6945
15,West Virginia,Clay County,,8704,8604,8506,8341
17,West Virginia,Doddridge County,,8530,8568,8451,8368
19,West Virginia,Fayette County,,43620,43067,42500,42062
21,West Virginia,Gilmer County,,8060,7937,7888,7811
23,West Virginia,Grant County,,11625,11610,11486,11510
25,West Virginia,Greenbrier County,,35206,34767,34634,34319
27,West Virginia,Hampshire County,,23398,23380,23213,23190
29,West Virginia,Hancock County,,29411,29096,28834,28571
31,West Virginia,Hardy County,,13859,13789,13825,13633
33,West Virginia,Harrison County,,67951,67547,67339,66870
35,West Virginia,Jackson County,,28919,28741,28661,28453
37,West Virginia,Jefferson County,,56586,57078,57347,57486
39,West Virginia,Kanawha County,,183525,180497,178393,176253
41,West Virginia,Lewis County,,16166,15981,15877,15805
43,West Virginia,Lincoln County,,20895,20586,20453,20043
45,West Virginia,Logan County,,33030,32597,31989,31688
47,West Virginia,McDowell County,,18517,18198,17600,16916
49,West Virginia,Marion County,,56430,56132,56077,55962
51,West Virginia,Marshall County,,31260,30845,30558,30103
53,West Virginia,Mason County,,26841,26795,26572,26335
55,West Virginia,Mercer County,,59903,59228,58823,58258
57,West Virginia,Mineral County,,27227,26979,26904,26722
59,West Virginia,Mingo County,,24151,23847,23390,22951
61,West Virginia,Monongalia County,,106086,105930,106281,106819
63,West Virginia,Monroe County,,13397,13293,13295,13229
65,West Virginia,Morgan County,,17740,17852,17875,17873
67,West Virginia,Nicholas County,,25126,24877,24569,24340
69,West Virginia,Ohio County,,42069,41841,41626,41182
71,West Virginia,Pendleton County,,6978,6976,6960,6932
73,West Virginia,Pleasants County,,7460,7479,7416,7438
75,West Virginia,Pocahontas County,,8494,8420,8274,8190
77,West Virginia,Preston County,,33846,33543,33479,33380
79,West Virginia,Putnam County,,56704,56710,56507,56428
81,West Virginia,Raleigh County,,75106,74256,73659,72920
83,West Virginia,Randolph County,,28896,28823,28670,28387
85,West Virginia,Ritchie County,,9856,9774,9616,9499
87,West Virginia,Roane County,,14020,13880,13651,13482
89,West Virginia,Summers County,,12897,12668,12536,12444
91,West Virginia,Taylor County,,16907,16820,16707,16699
93,West Virginia,Tucker County,,6994,6957,6891,6816
95,West Virginia,Tyler County,,8803,8749,8622,8533
97,West Virginia,Upshur County,,24589,24424,24315,24230
99,West Virginia,Wayne County,,40301,40046,39552,39054
101,West Virginia,Webster County,,8349,8304,8179,8058
103,West Virginia,Wetzel County,,15444,15302,15130,14904
105,West Virginia,Wirt County,,5781,5794,5783,5705
107,West Virginia,Wood County,,85163,84343,83668,82938
109,West Virginia,Wyoming County,,21275,20828,20449,20123
0,Wisconsin,Wisconsin,,5793147,5809319,5824581,5832655
1,Wisconsin,Adams County,,19905,20386,20268,20498
3,Wisconsin,Ashland County,,15507,15553,15506,15415
5,Wisconsin,Barron County,,45201,45123,45226,45090
7,Wisconsin,Bayfield County,,15013,15086,15172,15242
9,Wisconsin,Brown County,,261714,262985,263899,264610
11,Wisconsin,Buffalo County,,13115,13126,13012,13033
13,Wisconsin,Burnett County,,15297,15334,15390,15557
15,Wisconsin,Calumet County,,49988,50111,50112,50209
17,Wisconsin,Chippewa County,,63774,64095,64692,64737
19,Wisconsin,Clark County,,34588,34737,34785,34720
21,Wisconsin,Columbia County,,57267,57275,57537,57668
23,Wisconsin,Crawford County,,16182,16211,16121,16021
25,Wisconsin,Dane County,,537901,542448,547637,552536
27,Wisconsin,Dodge County,,87724,87796,87626,87336
29,Wisconsin,Door County,,27473,27638,27752,27889
31,Wisconsin,Douglas County,,43451,43353,43506,43702
33,Wisconsin,Dunn County,,44784,45135,45384,45452
35,Wisconsin,Eau Claire County,,103671,104276,104466,105260
37,Wisconsin,Florence County,,4345,4295,4300,4298
39,Wisconsin,Fond du Lac County,,102324,102777,103079,102902
41,Wisconsin,Forest County,,8981,9001,9034,8960
43,Wisconsin,Grant County,,51773,51501,51509,51021
45,Wisconsin,Green County,,36843,36867,36853,36603
47,Wisconsin,Green Lake County,,18731,18869,18910,18908
49,Wisconsin,Iowa County,,23692,23709,23648,23640
51,Wisconsin,Iron County,,5675,5671,5688,5698
53,Wisconsin,Jackson County,,20496,20494,20676,20630
55,Wisconsin,Jefferson County,,84733,85091,84829,85038
57,Wisconsin,Juneau County,,26474,26599,26688,26908
59,Wisconsin,Kenosha County,,168492,169054,169760,169671
